task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
975	ed/8738a6	44818	NearestGene (55)	COMPLETED	0	2024-06-12 23:22:19.380	3s	2.2s	104.8%	93.4 MB	109.6 MB	12.5 MB	14.7 KB
978	d4/177afb	44878	NearestGene (58)	COMPLETED	0	2024-06-12 23:22:22.418	2.6s	1.7s	103.3%	120.7 MB	136.8 MB	9.7 MB	14.4 KB
977	10/777f6f	44862	NearestGene (57)	COMPLETED	0	2024-06-12 23:22:22.348	2.7s	1.8s	103.4%	113.9 MB	130.2 MB	9.7 MB	14.4 KB
980	a3/221665	44910	NearestGene (60)	COMPLETED	0	2024-06-12 23:22:25.043	1.9s	1s	102.4%	11.5 MB	20.2 MB	7.1 MB	14.1 KB
979	9a/4c10c3	44903	NearestGene (59)	COMPLETED	0	2024-06-12 23:22:25.013	2.6s	1.7s	103.3%	119.3 MB	135.5 MB	9.7 MB	14.4 KB
982	ad/981d20	44959	NearestGene (62)	COMPLETED	0	2024-06-12 23:22:27.612	1.9s	1s	103.1%	11.2 MB	20.2 MB	7.1 MB	14.1 KB
981	0b/2664de	44939	NearestGene (61)	COMPLETED	0	2024-06-12 23:22:26.995	2.6s	1.7s	105.5%	103.7 MB	120 MB	9.7 MB	14.4 KB
984	01/6b3c95	44994	NearestGene (64)	COMPLETED	0	2024-06-12 23:22:29.578	2.6s	1.7s	103.6%	127.9 MB	143.9 MB	9.7 MB	14.4 KB
983	b8/c9450d	44978	NearestGene (63)	COMPLETED	0	2024-06-12 23:22:29.497	3.5s	2.6s	105.0%	214.5 MB	230.6 MB	12.5 MB	15.3 KB
985	b2/922225	45018	NearestGene (65)	COMPLETED	0	2024-06-12 23:22:32.195	2.1s	1.3s	107.3%	81 MB	97.4 MB	6.7 MB	14 KB
986	33/ef5802	45038	NearestGene (66)	COMPLETED	0	2024-06-12 23:22:33.046	2s	1.1s	108.7%	12.4 MB	20.8 MB	6.7 MB	14 KB
987	2f/2bd0ad	45065	NearestGene (67)	COMPLETED	0	2024-06-12 23:22:34.260	2.1s	1.3s	108.1%	89.5 MB	106 MB	7.1 MB	14.1 KB
988	b7/ef06c3	45085	NearestGene (68)	COMPLETED	0	2024-06-12 23:22:35.022	1.9s	1s	106.2%	11.5 MB	20.2 MB	6.7 MB	14 KB
989	79/219550	45103	NearestGene (69)	COMPLETED	0	2024-06-12 23:22:36.321	1.9s	1.1s	106.3%	10.4 MB	19.1 MB	6.7 MB	14 KB
990	11/91c7cf	45123	NearestGene (70)	COMPLETED	0	2024-06-12 23:22:36.882	1.8s	1s	103.4%	13.8 MB	22.5 MB	6.7 MB	13.9 KB
991	83/48ab0d	45141	NearestGene (71)	COMPLETED	0	2024-06-12 23:22:38.240	1.9s	1s	106.6%	10.8 MB	19.4 MB	6.7 MB	14 KB
992	a8/578a77	45161	NearestGene (72)	COMPLETED	0	2024-06-12 23:22:38.725	1.9s	927ms	102.9%	11.5 MB	20.2 MB	6.7 MB	13.9 KB
993	5f/dc4b33	45179	NearestGene (73)	COMPLETED	0	2024-06-12 23:22:40.191	1.9s	997ms	105.1%	10.8 MB	19.4 MB	6.7 MB	13.9 KB
994	ea/108a34	45199	NearestGene (74)	COMPLETED	0	2024-06-12 23:22:40.610	1.8s	950ms	104.9%	11.9 MB	20.5 MB	6.7 MB	13.9 KB
995	dc/74c04a	45218	NearestGene (75)	COMPLETED	0	2024-06-12 23:22:42.075	1.9s	1s	105.8%	11.5 MB	20.2 MB	6.7 MB	13.9 KB
996	8c/af6c82	45238	NearestGene (76)	COMPLETED	0	2024-06-12 23:22:42.464	3.3s	2.5s	105.5%	233.1 MB	249.1 MB	13 MB	14.1 KB
997	b3/130f17	45256	NearestGene (77)	COMPLETED	0	2024-06-12 23:22:43.957	3.1s	2.3s	104.8%	233.1 MB	249.1 MB	13 MB	14.1 KB
